Town,County,Per capita income,Location,Lat,Lon
"Old Orchard, Pennsylvania",Northampton County,"$28,851 ","Old Orchard, Palmer Township, Northampton County, Pennsylvania, USA",40.6569025,-75.25971793
"Upper Macungie Township, Pennsylvania",Lehigh County,"$28,801 ","Upper Macungie Township, Lehigh County, Pennsylvania, USA",40.5650387,-75.62589682
"Spring Garden Township, York County, Pennsylvania",York County,"$28,784 ","Spring Garden Township, York County, Pennsylvania, 17403-4125, USA",39.94631995,-76.70336771
"East Norriton Township, Pennsylvania",Montgomery County,"$28,749 ","East Norriton Township, Montgomery County, Pennsylvania, USA",40.1492409,-75.3338027
"Manheim Township, Lancaster County, Pennsylvania",Lancaster County,"$28,730 ","Manheim, Lancaster County, Pennsylvania, USA",40.1637359,-76.3952429
"Guilford, Pennsylvania",Franklin County,"$28,723 ","Guilford, Franklin County, Pennsylvania, 17202, USA",39.86537,-77.6124907
"Lemoyne, Pennsylvania",Cumberland County,"$28,705 ","Lemoyne, Cumberland County, Pennsylvania, 17043, USA",40.2412143,-76.894272
"Grantley, Pennsylvania",York County,"$28,703 ","Grantley, Spring Garden Township, York County, Pennsylvania, USA",39.94048685,-76.72777505
"Whitfield, Pennsylvania",Berks County,"$28,666 ","Whitfield, Berks County, Pennsylvania, USA",40.3359258,-76.0060485
"Horsham Township, Pennsylvania",Montgomery County,"$28,542 ","Horsham Township, Montgomery County, Pennsylvania, 19044, USA",40.19892015,-75.16546822
"Wormleysburg, Pennsylvania",Cumberland County,"$28,504 ","Wormleysburg, Cumberland County, Pennsylvania, USA",40.2628669,-76.913863
"West Norriton Township, Pennsylvania",Montgomery County,"$28,497 ","West Norriton Township, Montgomery County, Pennsylvania, USA",40.13057955,-75.37865057
"Marple Township, Pennsylvania",Delaware County,"$28,494 ","Marple Township, Delaware County, Pennsylvania, 19008, USA",39.9639759,-75.36998721
"Hershey, Pennsylvania",Dauphin County,"$28,487 ","Hershey, Dauphin County, Pennsylvania, USA",40.2854881,-76.6506001
"Lower Salford Township, Pennsylvania",Montgomery County,"$28,408 ","Lower Salford Township, Montgomery County, Pennsylvania, USA",40.2648377,-75.39131985
"Lowhill Township, Pennsylvania",Lehigh County,"$28,317 ","Lowhill Township, Lehigh County, Pennsylvania, USA",40.6303845,-75.65157562
"Leidy Township, Pennsylvania",Clinton County,"$28,279 ","Leidy, Clinton County, Pennsylvania, USA",41.4053427,-77.922496
"Glenburn Township, Pennsylvania",Lackawanna County,"$28,259 ","Glenburn, Lackawanna County, Pennsylvania, USA",41.5236887,-75.7238029
"Camp Hill, Pennsylvania",Cumberland County,"$28,256 ","Camp Hill, Cumberland County, Pennsylvania, USA",40.2398118,-76.9199742
"Kulpsville, Pennsylvania",Montgomery County,"$28,244 ","Kulpsville, Continental Drive, Towamencin Township, Montgomery County, Pennsylvania, 19438, USA",40.2447855,-75.34348586
"East Hempfield Township, Pennsylvania",Westmoreland County,"$28,192 ","Hempfield Township, Westmoreland County, Pennsylvania, USA",40.280969,-79.62482922
"Media, Pennsylvania",Delaware County,"$28,188 ","Media, Delaware County, Pennsylvania, USA",39.9167783,-75.387693
"Audubon, Pennsylvania",Montgomery County,"$28,144 ","Audubon, General Lafayette Avenue, West Norriton, West Norriton Township, Montgomery County, Pennsylvania, 19403, USA",40.1311744,-75.42279892
"Salisbury Township, Lehigh County, Pennsylvania",Lehigh County,"$28,073 ","Salisbury, Lehigh County, Pennsylvania, USA",40.57341185,-75.43251453
"Brittany Farms-Highlands, Pennsylvania",Bucks County,"$28,067 ","Brittany Farms-Highlands, Deerpath Road, Chalfont, Bucks County, Pennsylvania, 18914, USA",40.2692569,-75.21345527
"Franklin Township, Chester County, Pennsylvania",Chester County,"$28,057 ","Franklin Township, Chester County, Pennsylvania, USA",39.76147555,-75.83233913
"Lower Allen, Pennsylvania",Cumberland County,"$27,956 ","Lower Allen, Eberlys Mill, Cumberland County, Pennsylvania, USA",40.2260875,-76.908606
"West Goshen, Pennsylvania",Chester County,"$27,912 ","West Goshen, Pine Valley Circle, Goshen Terrace Apartments, West Goshen Township, Chester County, Pennsylvania, 19382, USA",39.967885,-75.57704961
"Cornwall, Pennsylvania",Lebanon County,"$27,904 ","Cornwall, Lebanon County, Pennsylvania, USA",40.2769605,-76.4135296
"Perkiomen Township, Pennsylvania",Montgomery County,"$27,800 ","Perkiomen Township, Montgomery County, Pennsylvania, 19473, USA",40.2327004,-75.46730563
"East Vincent Township, Pennsylvania",Chester County,"$27,799 ","East Vincent Township, Chester County, Pennsylvania, USA",40.173809,-75.57869524
"Valley View, York County, Pennsylvania",York County,"$27,794 ","Valley View, Regents Glen, Spring Garden Township, York County, Pennsylvania, 17403-4125, USA",39.9485649,-76.7006099
"New Morgan, Pennsylvania",Berks County,"$27,769 ","New Morgan, Berks County, Pennsylvania, 19543, USA",40.180929,-75.8902108
"Fort Indiantown Gap, Pennsylvania",Lebanon County,"$27,757 ","Fort Indiantown Gap, Hartranft Road, Union Township, Lebanon County, Pennsylvania, 17077, USA",40.446917,-76.60548598
"Lower Heidelberg Township, Pennsylvania",Berks County,"$27,700 ","Lower Heidelberg Township, Berks County, Pennsylvania, United States of America",40.3607905,-76.03855637
"North Londonderry Township, Pennsylvania",Lebanon County,"$27,664 ","North Londonderry Township, Lebanon County, Pennsylvania, 17078, USA",40.3232855,-76.58707459
"London Grove Township, Pennsylvania",Chester County,"$27,654 ","London Grove Township, Chester County, Pennsylvania, 19318, USA",39.83964835,-75.81679585
"Indian Lake, Pennsylvania",Luzerne County,"$27,630 ","Indian Lake, Luzerne County, Pennsylvania, USA",41.1891945,-75.66694274
"Amity Gardens, Pennsylvania",Berks County,"$27,614 ","Amity Gardens, Berks County, Pennsylvania, 19518, United States of America",40.2709039,-75.7330445
"Upper Saucon Township, Pennsylvania",Lehigh County,"$27,606 ","Upper Saucon, Lehigh County, Pennsylvania, USA",40.53350905,-75.40618511
"Lower Milford Township, Pennsylvania",Lehigh County,"$27,572 ","Lower Milford, Lehigh County, Pennsylvania, USA",40.4634382,-75.47496158
"Schnecksville, Pennsylvania",Lehigh County,"$27,533 ","Schnecksville, North Whitehall Township, Lehigh County, Pennsylvania, 18078, USA",40.6763665,-75.62143246
"South Whitehall Township, Pennsylvania",Lehigh County,"$27,486 ","South Whitehall Township, Lehigh County, Pennsylvania, USA",40.6100129,-75.55765395
"Green Tree, Pennsylvania",Allegheny County,"$27,480 ","Green Tree, Allegheny County, Pennsylvania, 15220, USA",40.4162501,-80.0541911
"West Brunswick Township, Pennsylvania",Schuylkill County,"$27,436 ","West Brunswick Township, Schuylkill County, Pennsylvania, 17961, USA",40.6367036,-76.0576756
"Stonybrook-Wilshire, Pennsylvania",York County,"$27,418 ","Stonybrook, Stoneridge Road, Stonybrook Heights, Springettsbury Township, York County, Pennsylvania, 17402-2658, USA",39.9813755,-76.63397647
"Springfield Township, York County, Pennsylvania",York County,"$27,410 ","Springfield Township, York County, Pennsylvania, 17360, USA",39.85104995,-76.68007067
"South Abington Township, Pennsylvania",Montgomery County,"$27,382 ","Abington Township, Montgomery County, Pennsylvania, USA",40.11016755,-75.11672188
"Cranberry Township, Butler County, Pennsylvania",Butler County,"$27,349 ","Cranberry Township, Butler County, Pennsylvania, 16066, USA",40.71067515,-80.10486063
"Lavelle-Locustdale, Pennsylvania",Schuylkill County,"$27,323 ","Lavelle-Locustdale, Butler Township, Schuylkill County, Pennsylvania, 17943, USA",40.762671,-76.38531264
"Limerick Township, Pennsylvania",Montgomery County,"$27,305 ","Limerick Township, Montgomery County, Pennsylvania, 19468, USA",40.2337661,-75.53266979
"Langhorne Manor, Pennsylvania",Bucks County,"$27,302 ","Langhorne Manor, Bucks County, Pennsylvania, USA",40.1670539,-74.9176664
"Nixon, Pennsylvania",Butler County,"$27,269 ","Nixon, Penn Township, Butler County, Pennsylvania, USA",40.78475965,-79.93388535
"Trooper, Pennsylvania",Montgomery County,"$27,268 ","Trooper, Rose Avenue, West Norriton, West Norriton Township, Montgomery County, Pennsylvania, 19403, USA",40.148387,-75.39638435
"East Coventry Township, Pennsylvania",Chester County,"$27,257 ","East Coventry Township, Chester County, Pennsylvania, 19457, USA",40.2021462,-75.6179558
"Williams Township, Northampton County, Pennsylvania",Northampton County,"$27,249 ","Williams Township, Northampton County, Pennsylvania, USA",40.63160995,-75.2291517
"Wyalusing, Pennsylvania",Bradford County,"$27,229 ","Wyalusing, Bradford County, Pennsylvania, USA",41.6681309,-76.2618786
"Weisenberg Township, Pennsylvania",Lehigh County,"$27,163 ","Weisenberg, Lehigh County, Pennsylvania, 19530, USA",40.5850947,-75.7263025
"Elverson, Pennsylvania",Chester County,"$27,162 ","Elverson, Chester County, Pennsylvania, USA",40.1567641,-75.8327088
"Indiana Township, Pennsylvania",Allegheny County,"$27,068 ","Indiana Township, Allegheny County, Pennsylvania, USA",40.567532,-79.8855403
"Springfield Township, Delaware County, Pennsylvania",Delaware County,"$27,027 ","Springfield Township, Delaware County, Pennsylvania, 19064, USA",39.9266484,-75.33889431
"Duncan Township, Pennsylvania",Allegheny County,"$27,001 ","Duncan Hollow Run, Elizabeth Township, Allegheny County, Pennsylvania, 15028, USA",40.2903253,-79.8000591
"Macungie, Pennsylvania",Lehigh County,"$26,965 ","Macungie, Lehigh County, Pennsylvania, USA",40.5159304,-75.5551858
"Leith-Hatfield, Pennsylvania",Fayette County,"$26,943 ","Leith-Hatfield, Leith, Fayette County, Pennsylvania, United States of America",39.8801545,-79.73128419
"Robinson Township, Allegheny County, Pennsylvania",Allegheny County,"$26,802 ","Robinson Township, Allegheny County, Pennsylvania, 15108:15136, USA",40.4552531,-80.1362596
"Roaring Brook Township, Pennsylvania",Luzerne County,"$26,773 ","Roaring Brook, Luzerne County, Pennsylvania, 18621, USA",41.2564709,-76.1199277
"Oakmont, Pennsylvania",Allegheny County,"$26,716 ","Oakmont, Allegheny County, Pennsylvania, 15139, USA",40.5217347,-79.8422719
"Upper Salford Township, Pennsylvania",Montgomery County,"$26,672 ","Upper Salford Township, Montgomery County, Pennsylvania, USA",40.29398975,-75.43407528
"Lower Nazareth Township, Pennsylvania",Northampton County,"$26,624 ","Lower Nazareth Township, Northampton County, Pennsylvania, 18045-8340, USA",40.7095912,-75.33005815
"North Wales, Pennsylvania",Montgomery County,"$26,590 ","North Wales, Montgomery County, Pennsylvania, USA",40.2109404,-75.2782317
"Harleysville, Pennsylvania",Montgomery County,"$26,572 ","Harleysville, Covenant Lane, Lower Salford Township, Montgomery County, Pennsylvania, 18958, USA",40.278783,-75.38663775
"Warwick Township, Chester County, Pennsylvania",Chester County,"$26,547 ","Warwick Township, Chester County, Pennsylvania, 19470, USA",40.1801765,-75.75781369
"Rockland Township, Berks County, Pennsylvania",Berks County,"$26,530 ","Rockland Township, Berks County, Pennsylvania, USA",40.4477905,-75.73956209
"Ivyland, Pennsylvania",Bucks County,"$26,525 ","Ivyland, Bucks County, Pennsylvania, USA",40.2078863,-75.0726707
"Forest Hills, Pennsylvania",Allegheny County,"$26,505 ","Forest Hills, Allegheny County, Pennsylvania, USA",40.4197911,-79.8500487
"Spring Township, Berks County, Pennsylvania",Berks County,"$26,493 ","Spring Township, Berks County, Pennsylvania, USA",40.308633,-76.01698009
"East Buffalo Township, Pennsylvania",Washington County,"$26,459 ","Buffalo Township, Washington County, Pennsylvania, USA",40.1591455,-80.33963486
"Moon Township, Pennsylvania",Allegheny County,"$26,457 ","Moon Township, Allegheny County, Pennsylvania, USA",40.5061,-80.2082
"Lake Heritage, Pennsylvania",Adams County,"$26,450 ","Lake Heritage, Adams County, Pennsylvania, USA",39.8095415,-77.1838727
"Leet Township, Pennsylvania",Allegheny County,"$26,415 ","Leet Township, Allegheny County, Pennsylvania, USA",40.5743888,-80.2038473
"Ben Avon, Allegheny County, Pennsylvania",Allegheny County,"$26,408 ","Ben Avon, Allegheny County, Pennsylvania, USA",40.5081241,-80.0831114
"Fairview Township, Erie County, Pennsylvania",Erie County,"$26,397 ","Fairview Township, Erie County, Pennsylvania, 16415, USA",42.02783735,-80.23570855
"Glenside, Pennsylvania",Montgomery County,"$26,393 ","Glenside, Florence Avenue, Jenkintown, Montgomery County, Pennsylvania, 19046, USA",40.103196,-75.15155345
"Upper Southampton Township, Pennsylvania",Bucks County,"$26,362 ","Upper Southampton Township, Bucks County, Pennsylvania, USA",40.17258825,-75.0351648
"Ancient Oaks, Pennsylvania",Lehigh County,"$26,360 ","Ancient Oaks, Lehigh County, Pennsylvania, USA",40.5473187,-75.5893535
"Conyngham, Pennsylvania",Luzerne County,"$26,352 ","Conyngham, Luzerne County, Pennsylvania, 18219, USA",40.9920285,-76.0565946
"Penn Township, Chester County, Pennsylvania",Chester County,"$26,346 ","Penn Township, Chester County, Pennsylvania, 19390, USA",39.82399895,-75.87266976
"Fairview Township, York County, Pennsylvania",York County,"$26,343 ","Fairview Township, York County, Pennsylvania, USA",40.1690009,-76.85183946
"Pine Township, Clearfield County, Pennsylvania",Clearfield County,"$26,319 ","Pine Township, Clearfield County, Pennsylvania, USA",41.1033565,-78.53358808
"Marlborough Township, Pennsylvania",Montgomery County,"$26,273 ","Marlborough Township, Montgomery County, Pennsylvania, 18054, USA",40.36246495,-75.44578476
"Nottingham Township, Pennsylvania",Washington County,"$26,256 ","Nottingham Township, Washington County, Pennsylvania, USA",40.2167975,-80.04950707
"Chalfont, Pennsylvania",Bucks County,"$26,248 ","Chalfont, Bucks County, Pennsylvania, 18914, USA",40.29066735,-75.21070232
"Lower Providence Township, Pennsylvania",Montgomery County,"$26,186 ","Lower Providence Township, Montgomery County, Pennsylvania, USA",40.1517284,-75.4178512
"Forks Township, Northampton County, Pennsylvania",Northampton County,"$26,180 ","Forks Township Elementary School Grounds, Chestnut Hill, Northampton County, Pennsylvania, USA",40.71495005,-75.21287242
"Linntown, Pennsylvania",Union County,"$26,149 ","Linntown, Union County, Pennsylvania, 17837, USA",40.9589736,-76.899133
"Nockamixon Township, Pennsylvania",Bucks County,"$26,145 ","Nockamixon Township, Bucks County, Pennsylvania, USA",40.52350915,-75.17092463
"North Fayette Township, Pennsylvania",Allegheny County,"$26,139 ","North Fayette Township, Allegheny County, Pennsylvania, USA",40.4191135,-80.2238859
"Lower Paxton Township, Pennsylvania",Dauphin County,"$26,116 ","Lower Paxton Twp. Police, 425, Prince Street, Colonial Park, Dauphin County, Pennsylvania, 17109, United States of America",40.2977759,-76.8053858
"South Fayette Township, Pennsylvania",Allegheny County,"$26,082 ","South Fayette Township, Allegheny County, Pennsylvania, USA",40.3574672,-80.1662598
"Union Township, Berks County, Pennsylvania",Berks County,"$26,014 ","Union Township, Berks County, Pennsylvania, 19523, United States of America",40.22930745,-75.77440343
"Mount Gretna Heights, Pennsylvania",Lebanon County,"$25,996 ","Mount Gretna Heights, Lebanon County, Pennsylvania, 17064, USA",40.2481484,-76.4644101
"Bern Township, Pennsylvania",Berks County,"$25,969 ","Bern Township, Berks County, Pennsylvania, 19533, USA",40.4010502,-75.9998674
"Ross Township, Allegheny County, Pennsylvania",Allegheny County,"$25,883 ","Ross Township, Allegheny County, Pennsylvania, 15237, USA",40.5419843,-80.0114344
"Bethel Park, Pennsylvania",Allegheny County,"$25,867 ","Bethel Park, Allegheny County, Pennsylvania, 15102, USA",40.3275697,-80.0394977
"Reiffton, Pennsylvania",Berks County,"$25,866 ","Reiffton, Berks County, Pennsylvania, USA",40.319815,-75.8735365
"Warrington Township, Bucks County, Pennsylvania",Bucks County,"$25,810 ","Warrington Township, Bucks County, Pennsylvania, 18976, USA",40.2483149,-75.15900251
"Hilltown Township, Pennsylvania",Bucks County,"$25,800 ","Hilltown Township, Bucks County, Pennsylvania, USA",40.34217545,-75.23457505
"Dalton, Pennsylvania",Lackawanna County,"$25,760 ","Dalton, Lackawanna County, Pennsylvania, 18414, USA",41.5342441,-75.7360253
"Fernway, Pennsylvania",Butler County,"$25,759 ","Fernway, Cranberry Township, Butler County, Pennsylvania, 16066, USA",40.6976475,-80.13354086
"Franconia Township, Pennsylvania",Montgomery County,"$25,751 ","Franconia Township, Montgomery County, Pennsylvania, USA",40.30671585,-75.37329429
"Ferndale, Pennsylvania",Cambria County,"$25,750 ","Ferndale, Cambria County, Pennsylvania, USA",40.2889638,-78.9147471
"Southmont, Pennsylvania",Cambria County,"$25,750 ","Southmont, Cambria County, Pennsylvania, USA",40.3106299,-78.9386369
